Sample,Organ,Drought,Hypoxia,Heat,Biotic,Osmotic,Salt,Biotic.Hormone,Hormone,Light,FarRed,LowPH,Nitrogen,Cold,FeDeficiency,Herbicide,UV,Wounding,Genotoxic,Drought.Light,Radiation
VEG-05-Flt-SN05-Leaf-Red,Leaf,-1.2863731655371369,-18.35292692313298,-22.93649356625091,17.979569164307144,-24.584652410322,0.17683916749997103,17.280396557119236,0.19992271978859535,-53.59693902875093,-43.12343285912661,0.48231017566775275,-0.9993275456107381,15.048708826646159,-1.3711518154510125,-7.118383988545983,-43.44418925023379,-21.506802872261947,-34.484336965323955,-31.926034294761365,-5.131606115148502
VEG-05-Flt-SN010-Leaf-Blue,Leaf,-30.04543520023118,-5.9203732908222895,-16.386633103952207,3.056956318652999,-14.41803286128144,0.14741916575243325,0.00785954937244511,-2.3542912460288647,-28.963937855473457,-16.53970222261402,-0.1250333621729587,0.2512262783551625,-2.8357734319563157,-0.12372595297443974,-3.6092302325307113,-5.177819891255612,-1.6214319999338402,-3.041974560511402,-41.61651119942447,0.5414141483286266
VEG-05-Flt-SN01-Leaf-Red,Leaf,-67.09023434927241,-8.79183230162921,-23.019153743443745,-17.85599778024278,-59.98058764551768,-8.427970065680983,-15.221917346558774,-24.72180472475038,-18.09627406421965,-27.902877718767506,-5.79726144781952,0.3375532607632546,-10.684768368259508,-7.8326008241793525,-6.2211156303990895,-12.416236496888825,-22.451924736951955,-19.732942248382418,-85.28076394463642,-18.20603939251874
VEG-05-Flt-SN012-Leaf-Blue,Leaf,-20.302538360222826,-10.468770149599209,-20.310292981639382,9.107034755240688,-14.74477013276885,-0.2233131200305894,4.869837953945611,0.39880206058316137,-38.631201098884034,-17.740097628468362,-2.3197131933291826,3.8394980966083443,-3.363719024949711,-0.6103845316730261,-1.5042698542906512,-8.115414618394869,-0.39123361902227743,-4.409162934054851,-43.169180444747504,1.0224620577949644
VEG-05-Flt-SN03-Leaf-Red,Leaf,-7.154634840605667,-12.567076123978277,-11.306215718982166,2.6389596242745683,-22.574613467062306,-11.432673889000451,4.4664244304721885,-5.251409997662015,-10.590336735200038,-12.43428769104199,-5.695653453280028,2.935103263623464,0.7703169366791438,0.4432452404885029,0.2330340271903267,-11.957544623393074,-9.096778359560066,-19.12658169876265,-23.010880812801826,0.37617949837525444
VEG-05-Flt-SN04-Leaf-Red,Leaf,10.501853191770339,-12.278292899115975,-1.2488674545833307,25.72794730974911,-2.109258838385133,0.6271027813639554,13.516974988986123,11.559855910227641,-13.605100325961935,-12.494555949758357,9.256416730405467,5.879192591105033,16.953837869380816,10.05435433980123,3.267167197399469,-7.163712101533324,-5.772793899442527,-14.056573073936882,0.6187293358028662,2.1810379084121005
VEG-05-Flt-SN06-Leaf-Red,Leaf,13.788585849498261,3.04496820595411,6.938525312982707,27.07772894367216,8.877694388868292,6.738960749763088,13.510691628036101,7.889709139240777,-16.518785854309378,6.853906457022711,0.023706800923280712,10.16800525083816,0.6642870787603684,5.0017763301677345,13.516974988986123,-7.6156372876508005,3.852860666020436,-2.955746777660378,4.448491661164849,8.502095968692377
VEG-05-Flt-SN07-Leaf-Blue,Leaf,-13.11169035401965,-3.3511870216319393,-6.378566897032272,8.134773146959228,-4.8960870330916455,2.38909194325553,1.1008310329829407,0.48231017566775275,-12.982111939690459,-18.618862208372864,4.862350935219519,4.097180491190618,-2.232935671922922,0.6473161150943545,-3.528627291104339,1.0496713861473421,0.5252878390507761,-2.988320146146517,-17.123814595790424,4.963902802983937
VEG-05-Gnd-SN01-Leaf-Red,Leaf,-14.574394945994161,-2.5003102621956743,-6.48607113590049,-12.536833096403264,-6.925129608008079,-2.261702712859516,0.5462741096556506,-9.882431627406424,-0.31415083350349365,-7.104813918571724,-7.601594937250868,-2.088938181620132,0.9347172469600198,-15.679766905001825,-3.635204664761321,-2.692519371871206,-4.892332924524044,-0.8751668003938329,-38.13580709838701,-9.622119793470567
VEG-05-Flt-SN08-Leaf-Blue,Leaf,-24.082307941382076,-18.052463991297962,-25.25699244378944,10.430241007038598,-24.593212886487482,0.43397345714088353,2.908658649341901,-4.828729273824188,-38.01783055123972,-42.270278795732004,-0.3671998912364621,0.10165923357628197,-2.4593626564090867,-0.5658160244712704,-11.415386978539443,-9.85570602567948,-6.681855262293254,-6.818434156947291,-40.104069031254724,-0.27386595152112797
VEG-05-Gnd-SN02-Leaf-Red,Leaf,-6.5466679075969685,18.441352310311423,4.881079079602536,-23.778423171603166,-4.004717150931973,-3.749879432108005,-36.20800664384857,-11.220409051405776,28.122629709265993,-0.6985752068049338,7.686046307016287,-6.796311099276976,-6.335817820676887,0.5609152199385956,2.048546501334169,7.559546764359165,-3.730100927565652,-2.5998026028882815,11.816393089975474,-0.00907249691853135
VEG-05-Gnd-SN03-Leaf-Red,Leaf,-3.2764536401635906,28.574052151714252,8.691363522815154,-21.964623386050544,4.695385652871777,3.8964419910075025,-46.85008260181661,-0.7491166898484017,21.747139885039783,5.154687449751181,28.370913945960684,2.048546501334169,-22.19134315367695,0.8862398831062068,-1.7279260422001743,27.185808247432323,8.918247569125114,11.455744040980697,20.833340048684963,0.8403830579905073
VEG-05-Gnd-SN04-Leaf-Red,Leaf,27.620347628843966,-0.2554502369263717,0.5822259660181036,46.01873967588321,11.027158367100258,3.3043865744328556,27.122734985420955,26.898090478546727,0.5904736502967943,-1.2884685219991774,-1.3137090868589554,5.077948311487036,12.542878697359594,8.817041619087716,3.0210569140672425,5.356868476819581,8.028591652411079,-0.4572281481161223,25.509354207630533,4.246532509695179
VEG-05-Gnd-SN06-Leaf-Red,Leaf,47.424562256643526,-5.916248763682301,11.711095707770387,54.88306388524389,20.559249079637155,7.145563399346744,45.24189854414936,37.27147585711814,-9.443586615258535,5.949285170794459,0.5789348707643532,3.802865156622238,5.36079427301827,10.092165163951908,6.520663171898325,-2.997232143113788,0.5140666457702334,-2.0234704705862954,22.558235010619317,7.091256936605161
VEG-05-Gnd-SN07-Leaf-Blue,Leaf,-6.438658075074455,0.8568063825010843,-0.09779625737184178,-5.554904478539354,-11.617905317150601,0.7072195619330265,-1.716220353278385,-5.0359835810318065,-0.21089164460606025,-3.5254210301557354,0.2095168070586642,-8.561635022272766,-1.2947619941842785,-6.4731229657759926,-1.5511753289711727,-4.92240537934675,-10.965005638401394,-6.564033315244897,-6.468809798618456,-13.941395398922603
VEG-05-Gnd-SN08-Leaf-Blue,Leaf,15.262033952664128,0.49813218162656875,2.451208887161214,22.944752671235857,7.4943735868640164,4.8026581666360215,30.19752489436105,12.506627624128216,-7.8278513131759695,3.974121156275976,-0.7037583421617509,0.4666003352905296,5.435655081986441,8.300268809215252,1.3625847487669567,-0.34787972667683537,0.97255576294834,-1.018594282024554,3.707088788404105,2.935103263623464
VEG-05-Gnd-SN05-Leaf-Red,Leaf,-49.0107006464636,-11.851600062345563,-25.50063051208752,-22.183225303594043,-41.448285578285244,-14.49610505105173,-11.50773938568887,-36.239366563125685,-12.554974406043,-13.966948169850916,-24.524772169769662,-8.731480297866673,-0.298223295548661,-9.738554034107526,-5.566900075951871,-32.90333325260698,-18.074362167022002,-11.554059200246218,-56.736213527857025,-9.127565274475097
VEG-05-Gnd-SN09-Leaf-Blue,Leaf,-70.0921293712648,8.144461214269723,-9.48544039400547,-111.0813287304323,-26.389505780011998,-18.470876258901814,-126.31897114259594,-67.93900663302988,17.783514472251223,-0.3671998912364621,-1.8587958530892852,-0.42320698923815464,-48.171916885039586,-6.956406579171853,-3.4267071168231715,5.736189261182028,-4.869837953945611,2.051061239910936,-7.204631807570477,-4.152452247561617
VEG-05-Gnd-SN10-Leaf-Blue,Leaf,0.25827158292509006,-3.282651415903345,-4.495189800060691,0.9384796043619227,-0.04593248709831636,0.40031906426956176,-1.8059834778936954,-1.1427506696518357,1.9836183477885545,-2.6727307696733518,3.3511870216319393,-1.332756316642752,6.327285317421315,-3.3574502911413053,-2.3197131933291826,1.9195644947454067,1.3073822707480653,0.3806841606465577,1.455724235535316,0.49178990060456895
VEG-05-Gnd-SN11-Leaf-Blue,Leaf,6.529325634429311,-5.675439214884004,0.5772910316789777,27.747758150770515,2.6953516583268757,3.105125412991244,33.422745392436354,22.045456636558892,-3.187197966680992,-0.9047899153975096,-4.239528717762752,7.309740159495158,10.075951610642102,-0.26676144266268526,0.9993275456107381,-2.160425227419388,4.211569387257081,-0.9197154903397502,-1.0633647110737472,2.985352181489861
VEG-05-Gnd-SN12-Leaf-Blue,Leaf,14.607080000394967,2.343628147780602,10.048958736129691,9.558912558093109,8.432901497475584,4.042265051015586,19.043971885848705,19.893733106339695,6.778638749099255,2.803970028789263,14.889732545789979,-1.6512559568719662,11.594667595431366,-1.4251467609836563,-4.1386008801834855,8.067120978412976,2.1245540098614777,6.331550847845264,7.587565734299887,0.8313002837260087
VEG-05-Flt-SN01-Adv-Root-Red,Root,39.37523170215092,18.89127652453271,16.145553736516103,4.627917776783853,50.31954248942914,5.482272759577543,4.237632989811246,26.67782603032773,9.838432193059134,31.01606909343722,21.00580585215732,35.12303394383644,-0.9192149864623806,13.946457538573137,6.387227967924001,27.313751039292217,36.11132703159741,30.299294196575843,29.231122552746474,13.665373259340459
VEG-05-Flt-SN03-Adv-Root-Red,Root,-2.573450997372507,0.4092467842703152,-1.360384600637667,5.147861932363273,1.456197160972522,-6.676947491058903,11.088844307985335,3.8082084925217443,-11.38092708156262,2.7760590853944285,-22.951256676278717,13.467287306229245,-2.497559061615033,2.265567404616986,4.82383713140748,1.9335480234686473,8.92714828485981,-0.793308897838065,-4.714502593533199,1.4047937031958562
VEG-05-Flt-SN04-Adv-Root-Red,Root,-0.20846976423651373,0.048821125261190416,0.7204371008287456,30.158846233261215,3.890352849614041,-1.7283179595302953,32.533869870172346,22.026999503990158,-10.203892271517189,5.750916832047669,-8.917166381302875,26.7656866527802,0.20577095564938808,6.582507428485267,10.516383426616676,4.358894606092028,28.937407254268297,0.27448096634992625,-1.6824606721857531,9.133035236899506
VEG-05-Flt-SN05-Adv-Root-Red,Root,-5.447195332249767,-16.0103999636995,-5.281143311413896,27.04784270085882,-31.70309061701291,1.079688009473805,28.59060714200199,6.3830155744836565,-34.19872511828375,-29.30479043685552,3.573121482771448,1.6370945652919733,6.733071375838211,0.06112436258292111,1.5017461670478722,-13.933902181077684,-19.7682678677151,-40.70620999423121,-26.607644880936796,-3.0353590189071986
VEG-05-Flt-SN06-Adv-Root-Red,Root,-15.218363859402176,1.8356616162968302,-7.575830560066633,-1.2916670297698867,-5.250530614747519,-1.1601064530661773,1.7283179595302953,-0.11260783495205523,-14.351311847270134,0.8899423330847406,-6.075165557115847,8.947129209419392,-0.7968287219039559,-2.260409410891963,9.765114699539806,-3.165976486848781,4.867914752926127,0.6131978423675511,-15.409468419086256,0.8038819827853712
VEG-05-Flt-SN010-Adv-Root-Blue,Root,-7.316371593024782,0.26888869755296024,-6.253123062828621,2.3044141571472396,-1.0816259705733142,-8.703934797611868,7.266827711843956,2.500252168326164,-16.33575541334418,7.275823016366521,-20.974781630040997,18.78859119743253,-4.538558261104232,-3.1062904278842196,6.793777191175703,0.3735913703064072,4.834838105590807,1.2425069731758596,-12.540790484881677,0.45468379929098574
VEG-05-Flt-SN012-Adv-Root-Blue,Root,0.20307625814035138,-7.262332171542829,-12.558629975556414,14.775085106969371,-0.062360134026064225,-9.69728580297369,20.6658425402215,7.952428766622531,-24.99432874211242,0.6931986010686818,-18.642399630506468,17.31106264143743,1.3040642921602161,-3.4130859165392398,4.769016466378082,-2.804350136356736,4.165669845001596,-0.3313248765255693,-3.818021677642024,0.49640738799939016
VEG-05-Flt-SN07-Adv-Root-Blue,Root,5.181973597502095,-9.454078421610706,-3.3236205971817654,24.052992567654446,9.15830759629367,-0.23705608949480553,44.27555568047461,17.5294129990775,-20.781417073774413,4.003412663535265,-12.57053023081591,22.09862487340617,4.599230317365979,-1.2101139025963137,5.458875398988876,-0.5887218456061604,12.552682026401515,1.0373485101115518,-11.369620889646102,1.8003708408962076
VEG-05-Flt-SN08-Adv-Root-Blue,Root,0.01849460688893035,-21.971373944000423,-38.702319137509775,34.22866543866277,-7.663335730122555,-4.78360530064713,56.32143719660008,7.293830522737652,-22.97563047449183,-12.12824425517961,-14.600953667250245,6.711457262867662,16.267694109899306,-8.469019255623968,-2.0040495565303935,-9.833185907087607,-2.088047358101142,-6.240623900283729,-15.211796016512597,-3.9300793331429817
VEG-05-Gnd-SN02-Adv-Root-Red,Root,2.2218860472532422,-1.0622989882756895,-0.30127251682541056,28.282140293929483,1.6101100558341557,3.2110856376462746,10.123862806555282,5.920040343642512,0.793308897838065,-2.562547658633209,7.957136136817094,4.141814232626328,7.681822853170405,6.85475768867813,0.10116264701192242,8.266155730030139,4.285939013294526,1.9142840267919514,3.462922078625912,9.133035236899506
VEG-05-Gnd-SN04-Adv-Root-Red,Root,0.23705608949480553,3.07073047478305,4.057154108339819,-8.478741957656377,3.3852019085638054,-1.083565102016855,-3.2080691616640147,-0.5693197164006016,1.3688026319043831,13.684020338938828,-0.9284230535685033,-0.80211696535495,-13.833669406580775,-0.31409529369526124,1.373018849509024,1.058447616304802,-0.43943057832364923,7.575830560066633,1.2282976375045538,-0.11772070216084525
VEG-05-Gnd-SN05-Adv-Root-Red,Root,-10.938725803340514,-1.4282673785046494,-6.7633899590526285,-10.076000293699249,-8.004287747785847,-5.416109134549404,-2.7422808437860025,-6.290695785254352,-4.617149781725327,-7.640258616839489,-3.547789742138965,-2.0483383274568365,-3.7788410974236375,-2.9826547888564994,-1.652916922653118,-8.837516512200434,-9.859431681260158,-9.275020535666666,-10.31110128737637,-12.743736900828859
VEG-05-Gnd-SN07-Adv-Root-Blue,Root,20.61970599238438,-7.177184338585301,-9.552015347622952,16.41079245289271,15.528704752063481,-5.6752111245113115,17.465875235104377,8.620360528155214,-0.9432158674872384,2.348786121721611,-18.09943609886184,1.6915927884415267,13.498139871253219,2.5816419993138733,8.473879895664224,1.3793521829212956,13.89000438871021,10.305727177663693,15.50216675821557,6.046439147627303
VEG-05-Gnd-SN09-Adv-Root-Blue,Root,-34.07909876585348,18.525871301544914,4.57777181634532,-85.43521733999285,-0.11772070216084525,-8.9121775690398,-95.34603563870455,-21.052386618696314,36.833300110666315,23.400233576360474,2.9245904724405483,3.5005216974033835,-41.47383635767671,-0.25221184445180395,3.1899979104090512,18.33008599515716,4.3973475070305925,9.112843059682222,0.5357466523964669,-0.9228947597433174
VEG-05-Gnd-SN10-Adv-Root-Blue,Root,-6.995174062997736,-1.3019950976266776,9.557184240225633,-0.0948392980051837,-21.915821056162336,10.983095694652727,-0.9805211962128149,-4.8018720313116265,-12.280645751855078,-25.22405036345,8.294982810018277,-8.352790349756424,0.2998530126591875,-1.4843312009937624,-18.475008907299213,-16.37666267907102,-37.1241490866,-39.343052973724,-32.533869870172346,-5.50571977031182
